name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
250.0,2011,220000,100000,1.0,1.0,1.0,1.0,20.0,1399.0,68.0,5.0
1385.0,2010,150000,225000,1.0,1.0,1.0,3.0,14.0,1948.0,90.0,9.0
884.0,2017,660000,67000,1.0,1.0,1.0,2.0,18.49,1493.0,100.0,7.0
838.0,2011,140000,70000,1.0,1.0,1.0,4.0,25.44,936.0,57.6,5.0
885.0,2015,1100000,50000,2.0,1.0,1.0,1.0,14.28,1798.0,138.03,5.0
886.0,2013,2450000,60000,1.0,1.0,2.0,1.0,16.36,2179.0,187.7,5.0
887.0,2017,625000,34000,1.0,1.0,2.0,1.0,22.0,1498.0,108.495,5.0
888.0,2004,198000,110000,2.0,1.0,1.0,3.0,12.8,1493.0,100.0,5.0
889.0,2001,60000,71000,2.0,1.0,1.0,2.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
890.0,2012,540000,100000,2.0,1.0,1.0,2.0,16.8,1497.0,116.3,5.0
891.0,2017,550000,10000,2.0,1.0,2.0,1.0,18.9,1197.0,81.86,5.0
892.0,2018,475000,30000,2.0,1.0,1.0,1.0,21.63,998.0,67.04,5.0
851.0,2016,3100000,90000,1.0,1.0,2.0,1.0,15.04,2755.0,174.5,7.0
146.0,2010,217000,120000,1.0,1.0,1.0,1.0,21.1,1248.0,73.9,5.0
1386.0,2019,750000,6500,2.0,1.0,2.0,1.0,21.21,1197.0,81.8,5.0
1387.0,2010,350000,80000,2.0,1.0,1.0,1.0,11.96,1298.0,80.0,8.0
817.0,2008,400000,100000,1.0,1.0,1.0,3.0,12.05,2179.0,120.0,7.0
1388.0,2015,570000,120000,1.0,1.0,1.0,2.0,23.59,1364.0,67.05,5.0
377.0,2012,180000,120000,2.0,1.0,1.0,2.0,21.1,814.0,55.2,5.0
1389.0,2006,280000,150000,1.0,1.0,1.0,3.0,18.7,1896.0,66.0,5.0
284.0,2005,90000,120000,1.0,1.0,1.0,4.0,16.1,1405.0,70.0,5.0
1390.0,2015,2600000,100000,1.0,1.0,2.0,2.0,15.26,2143.0,203.2,5.0
1391.0,2018,700000,63000,1.0,1.0,1.0,1.0,15.3,2956.0,83.83,7.0
1392.0,2016,1850000,40000,1.0,1.0,2.0,2.0,17.9,2143.0,136.0,5.0
560.0,2015,685000,109000,1.0,2.0,1.0,1.0,22.7,1498.0,89.84,5.0
1393.0,2015,565000,114000,1.0,2.0,1.0,1.0,25.2,1248.0,73.94,5.0
780.0,2014,395000,160000,1.0,2.0,1.0,3.0,24.0,1120.0,70.0,5.0
655.0,2013,425000,101000,1.0,2.0,1.0,1.0,21.9,1396.0,88.76,5.0
1394.0,2016,1950000,45000,1.0,2.0,2.0,2.0,16.38,1995.0,183.0,5.0
1395.0,2018,535000,31000,2.0,2.0,2.0,1.0,24.04,999.0,67.0,5.0
1396.0,2016,434999,55000,2.0,2.0,1.0,1.0,20.52,1197.0,81.8,5.0
97.0,2014,700000,117000,1.0,2.0,1.0,1.0,22.32,1582.0,126.32,5.0
1397.0,2012,900000,108000,1.0,2.0,2.0,1.0,17.42,1968.0,175.0,5.0
639.0,2015,425000,75000,2.0,2.0,1.0,1.0,20.52,1197.0,81.8,5.0
1398.0,2011,1600000,74000,1.0,2.0,2.0,1.0,10.0,2148.0,170.0,5.0
1399.0,2013,325000,158000,1.0,2.0,1.0,1.0,24.4,1499.0,98.96,5.0
1368.0,2019,2700000,10000,1.0,1.0,2.0,1.0,13.8,2999.0,174.57,7.0
307.0,2018,950000,40000,1.0,1.0,1.0,1.0,23.0,1498.0,98.96,5.0
167.0,2017,980000,53000,1.0,1.0,1.0,1.0,17.6,2179.0,147.94,7.0
1400.0,2017,1920000,20000,1.0,1.0,1.0,2.0,16.3,1956.0,170.0,5.0
1401.0,2020,808000,5000,2.0,1.0,1.0,1.0,18.24,999.0,108.6,5.0
102.0,2014,550000,30000,2.0,1.0,1.0,1.0,19.1,1197.0,85.8,5.0
107.0,2010,215000,64000,2.0,1.0,1.0,1.0,19.7,796.0,46.3,5.0
418.0,2016,512000,10500,2.0,1.0,1.0,1.0,18.16,1196.0,86.8,5.0
107.0,2011,215000,50000,2.0,1.0,1.0,2.0,19.7,796.0,46.3,5.0
1402.0,2012,500000,60000,1.0,1.0,1.0,1.0,20.5,1598.0,103.5,5.0
1403.0,2015,700000,35000,1.0,1.0,1.0,1.0,21.14,1498.0,103.52,5.0
35.0,2012,525000,135000,1.0,1.0,1.0,1.0,13.93,2179.0,138.03,7.0
764.0,2011,550000,70000,1.0,1.0,1.0,2.0,12.05,2179.0,120.0,9.0
1165.0,2017,675000,5000,2.0,1.0,1.0,1.0,18.6,1197.0,81.83,5.0
108.0,2008,140000,80000,2.0,1.0,1.0,3.0,17.92,1086.0,62.1,5.0
766.0,2011,430000,120000,1.0,1.0,1.0,2.0,12.05,2179.0,120.0,8.0
127.0,2017,2711000,9000,1.0,2.0,2.0,1.0,13.6,1999.0,177.0,5.0
113.0,2017,3200000,45000,1.0,2.0,2.0,1.0,19.33,1999.0,177.0,5.0
290.0,2019,3800000,20000,1.0,1.0,2.0,1.0,18.0,1969.0,190.0,5.0
137.0,2016,2000000,68089,2.0,3.0,2.0,1.0,19.16,2494.0,157.7,5.0
249.0,2013,225000,58343,2.0,3.0,1.0,1.0,21.79,998.0,67.05,5.0
267.0,2018,740000,38817,1.0,2.0,1.0,1.0,27.39,1248.0,74.0,5.0
269.0,2013,750000,79328,1.0,3.0,1.0,2.0,12.99,2494.0,100.6,7.0
270.0,2019,650000,5621,2.0,3.0,2.0,1.0,22.0,1197.0,81.8,5.0
271.0,2017,625000,25538,2.0,3.0,1.0,1.0,16.78,1496.0,88.73,5.0
272.0,2018,600000,69779,2.0,2.0,2.0,1.0,22.0,1197.0,81.8,5.0
239.0,2017,450000,56290,1.0,2.0,1.0,1.0,24.0,1186.0,73.97,5.0
118.0,2019,5400000,7500,1.0,2.0,2.0,1.0,16.78,1995.0,190.0,5.0
118.0,2019,5500000,8500,1.0,2.0,2.0,1.0,16.78,1995.0,190.0,5.0
273.0,2019,779000,7032,2.0,3.0,2.0,1.0,19.0,1199.0,88.76,5.0
130.0,2016,645000,11000,2.0,2.0,2.0,1.0,14.3,1598.0,103.5,5.0
274.0,2018,2475000,2000,1.0,2.0,2.0,1.0,16.8,1984.0,150.0,5.0
1404.0,2011,270000,167000,2.0,1.0,1.0,1.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
391.0,2014,300000,10000,2.0,1.0,1.0,1.0,20.51,998.0,67.04,5.0
281.0,2015,180000,35000,2.0,1.0,1.0,2.0,22.74,796.0,47.3,5.0
450.0,2013,280000,70000,1.0,1.0,1.0,1.0,25.0,1396.0,69.0,5.0
853.0,2011,250000,70000,1.0,1.0,1.0,1.0,19.0,1248.0,90.0,5.0
1363.0,2007,125000,50000,2.0,1.0,1.0,1.0,15.3,1193.0,65.3,5.0
103.0,2006,150000,80000,1.0,1.0,1.0,1.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
246.0,2006,95000,60898,2.0,1.0,1.0,1.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
409.0,2018,810000,29700,1.0,1.0,1.0,1.0,25.1,1248.0,88.5,5.0
972.0,2018,671000,20000,2.0,1.0,2.0,1.0,18.6,1368.0,98.63,5.0
281.0,2018,295000,20000,2.0,1.0,1.0,1.0,24.7,796.0,47.3,5.0
193.0,2017,850000,40000,1.0,1.0,1.0,1.0,24.52,1248.0,88.5,7.0
658.0,2013,409999,90000,1.0,1.0,1.0,1.0,22.9,1248.0,74.0,5.0
232.0,2015,600000,90000,2.0,1.0,1.0,1.0,16.02,1373.0,93.7,7.0
222.0,2015,600000,80000,1.0,1.0,1.0,1.0,15.96,2523.0,62.1,7.0
426.0,2012,220000,60000,2.0,1.0,1.0,3.0,18.9,998.0,67.1,5.0
552.0,2014,650000,50000,1.0,1.0,1.0,1.0,14.0,2523.0,75.0,8.0
1405.0,2006,130000,74000,1.0,1.0,1.0,1.0,13.7,1948.0,68.0,7.0
10.0,2014,400000,123000,1.0,1.0,1.0,1.0,19.01,1461.0,108.45,5.0
1406.0,2007,250000,60000,2.0,1.0,1.0,3.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
1407.0,2013,250000,50000,2.0,1.0,1.0,1.0,15.64,1193.0,64.1,5.0
220.0,2014,400000,80000,2.0,1.0,1.0,2.0,18.9,1197.0,82.0,5.0
1408.0,2019,500000,10000,2.0,1.0,1.0,1.0,19.02,1198.0,67.05,5.0
1409.0,2018,565000,10000,2.0,1.0,2.0,1.0,20.3,1086.0,68.0,5.0
413.0,2018,900000,40000,1.0,1.0,1.0,1.0,23.0,1498.0,98.96,5.0
1042.0,2017,650000,120000,1.0,1.0,1.0,1.0,16.5,1493.0,70.0,7.0
222.0,2013,600000,45000,1.0,1.0,1.0,1.0,15.96,2523.0,62.1,7.0
1.0,2018,800000,35000,1.0,1.0,1.0,1.0,28.4,1248.0,74.02,5.0
1076.0,2011,190000,80000,2.0,1.0,1.0,3.0,15.5,1586.0,103.3,5.0
1410.0,2017,750000,37000,1.0,1.0,1.0,1.0,23.0,1498.0,98.96,5.0
23.0,2018,625000,22000,2.0,1.0,1.0,1.0,21.4,1197.0,83.1,5.0
1411.0,2018,799000,60000,1.0,1.0,1.0,2.0,22.54,1396.0,88.73,5.0
966.0,2017,850000,27000,2.0,1.0,1.0,1.0,20.73,1373.0,91.1,5.0
548.0,2012,130000,70000,2.0,1.0,1.0,1.0,18.0,995.0,62.0,5.0
210.0,2018,900000,35000,1.0,1.0,1.0,1.0,16.55,2498.0,105.0,6.0
716.0,2015,800000,70000,1.0,1.0,1.0,1.0,15.4,1997.0,120.0,7.0
377.0,2015,250999,43000,2.0,1.0,1.0,2.0,21.1,814.0,55.2,5.0
1412.0,2011,250000,110000,2.0,1.0,1.0,2.0,15.0,1368.0,90.0,5.0
1413.0,2009,100000,100000,2.0,1.0,1.0,2.0,15.7,1172.0,67.0,5.0
144.0,2016,450000,64000,2.0,1.0,1.0,1.0,20.4,1197.0,81.8,5.0
1414.0,2017,575000,96000,1.0,1.0,1.0,1.0,19.87,1461.0,83.8,5.0
1051.0,2013,400000,96000,1.0,1.0,1.0,1.0,20.46,1461.0,83.8,5.0
952.0,2019,480000,7600,2.0,1.0,1.0,1.0,21.63,998.0,67.0,5.0
824.0,2007,150000,120000,1.0,1.0,1.0,2.0,17.0,1405.0,70.0,5.0
1415.0,2017,600000,50000,1.0,1.0,1.0,1.0,22.95,1248.0,74.0,5.0
731.0,2015,500000,50000,1.0,1.0,1.0,2.0,24.4,1120.0,71.0,5.0
1416.0,2015,425000,80000,1.0,1.0,1.0,1.0,23.0,1248.0,88.7,5.0
1417.0,2003,108000,200000,1.0,1.0,1.0,2.0,13.1,1493.0,82.0,5.0
1418.0,2015,1030000,190000,1.0,1.0,1.0,1.0,12.99,2494.0,100.6,7.0
399.0,2015,360000,34000,2.0,1.0,1.0,1.0,20.51,998.0,67.04,5.0
827.0,2012,290000,80000,2.0,1.0,1.0,2.0,16.47,1198.0,73.9,5.0
472.0,2011,400000,72000,1.0,1.0,1.0,1.0,22.9,1248.0,74.0,5.0
1419.0,2003,70000,20000,1.0,1.0,1.0,1.0,15.9,1527.0,57.0,5.0
413.0,2019,975000,30000,1.0,1.0,1.0,1.0,23.0,1498.0,98.96,5.0
1370.0,2019,1227000,5000,2.0,1.0,2.0,1.0,18.0,1497.0,117.6,5.0
143.0,2011,215000,120000,1.0,1.0,1.0,1.0,20.0,1399.0,68.0,5.0
514.0,2011,735000,200000,1.0,1.0,1.0,2.0,12.8,2494.0,102.0,7.0
392.0,2007,190000,70000,2.0,1.0,1.0,2.0,19.81,1086.0,68.05,5.0
68.0,2014,1365000,80800,1.0,1.0,1.0,2.0,12.99,2494.0,100.6,8.0
359.0,2018,675000,24265,2.0,2.0,1.0,1.0,18.7,1199.0,88.7,5.0
1.0,2014,438999,81000,1.0,2.0,1.0,1.0,23.4,1248.0,74.0,5.0
1420.0,2015,550000,240000,1.0,1.0,1.0,1.0,19.98,1461.0,108.5,7.0
102.0,2013,409999,35000,2.0,1.0,1.0,1.0,19.1,1197.0,85.8,5.0
574.0,2019,350000,15000,2.0,1.0,1.0,1.0,25.17,799.0,53.3,5.0
1049.0,2012,135000,49000,1.0,1.0,1.0,3.0,25.44,936.0,57.6,5.0
1421.0,2016,1490000,56900,1.0,1.0,1.0,2.0,13.68,2393.0,147.8,8.0
103.0,2014,520000,70000,1.0,1.0,1.0,2.0,25.2,1248.0,74.0,5.0
12.0,2010,315000,180000,1.0,1.0,1.0,1.0,19.3,1248.0,73.9,5.0
1325.0,2010,235000,50000,2.0,1.0,1.0,1.0,19.0,998.0,66.1,5.0
188.0,2005,80500,50000,2.0,1.0,1.0,3.0,13.2,1495.0,94.0,5.0
146.0,2013,375000,88200,1.0,1.0,1.0,1.0,23.2,1248.0,73.94,5.0
1422.0,2017,550000,120000,1.0,1.0,1.0,1.0,25.8,1498.0,98.6,5.0
563.0,2011,260000,110000,1.0,1.0,1.0,2.0,17.8,1399.0,68.0,5.0
1.0,2013,480000,80000,1.0,1.0,1.0,1.0,23.4,1248.0,74.0,5.0
542.0,2016,700000,40000,1.0,1.0,1.0,1.0,22.54,1396.0,88.73,5.0
109.0,2015,650000,110000,1.0,1.0,1.0,3.0,20.77,1248.0,88.76,7.0
184.0,2015,1300000,48000,1.0,1.0,1.0,2.0,19.67,1582.0,126.2,5.0
795.0,2016,1350000,97000,1.0,1.0,2.0,1.0,16.96,1968.0,138.03,5.0
796.0,2016,1000000,60000,1.0,1.0,2.0,1.0,22.15,1498.0,108.6,5.0
797.0,2011,1700000,110000,1.0,1.0,2.0,3.0,0.0,2987.0,165.0,5.0
414.0,2018,1080000,12800,2.0,1.0,2.0,1.0,17.8,1496.0,105.5,5.0
453.0,2012,170000,40000,2.0,1.0,1.0,1.0,21.1,814.0,55.2,5.0
798.0,2017,610000,49000,1.0,1.0,1.0,1.0,28.4,1248.0,74.0,5.0
743.0,2014,350000,25000,2.0,1.0,1.0,1.0,18.5,1197.0,85.8,5.0
24.0,2016,260000,65000,2.0,1.0,1.0,2.0,22.74,796.0,47.3,5.0
799.0,2015,700000,20000,1.0,1.0,1.0,1.0,20.4,1248.0,91.7,5.0
800.0,2018,678000,17000,2.0,1.0,1.0,1.0,18.78,999.0,75.0,5.0
315.0,2015,800000,15000,1.0,1.0,1.0,1.0,23.65,1248.0,88.5,5.0
161.0,2014,400000,120000,1.0,1.0,1.0,2.0,23.59,1364.0,67.04,5.0
168.0,2010,300000,49000,2.0,1.0,1.0,1.0,18.5,1197.0,80.0,5.0
802.0,2017,850000,55000,1.0,1.0,2.0,1.0,19.61,1461.0,108.5,5.0
41.0,2015,300000,40000,2.0,1.0,1.0,1.0,23.95,998.0,67.05,5.0
1423.0,2010,350000,120000,2.0,1.0,1.0,2.0,17.0,1497.0,118.0,5.0
1039.0,1999,70000,100000,3.0,1.0,1.0,4.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
957.0,2019,892000,10000,1.0,1.0,1.0,1.0,24.3,1248.0,88.5,5.0
407.0,2012,285000,70000,1.0,1.0,1.0,2.0,20.3,1248.0,92.0,5.0
1424.0,2012,300000,60000,3.0,1.0,1.0,1.0,26.88,1086.0,68.05,5.0
1425.0,2016,620000,90000,1.0,1.0,1.0,1.0,28.09,1248.0,88.5,5.0
24.0,2016,270000,35000,2.0,1.0,1.0,1.0,22.74,796.0,47.3,5.0
108.0,2012,300000,40000,2.0,1.0,1.0,2.0,17.92,1086.0,62.1,5.0
108.0,2012,300000,40000,2.0,1.0,1.0,2.0,17.92,1086.0,62.1,5.0
919.0,2018,570000,20000,2.0,1.0,1.0,1.0,18.9,1197.0,81.86,5.0
591.0,2011,220000,80000,1.0,1.0,1.0,1.0,23.03,1396.0,69.0,5.0
1076.0,2012,260000,99000,2.0,1.0,1.0,2.0,15.5,1586.0,103.3,5.0
1291.0,2015,80000,60000,2.0,1.0,1.0,1.0,23.9,624.0,37.48,4.0
374.0,2016,300000,40800,2.0,1.0,1.0,1.0,21.1,814.0,55.2,5.0
354.0,2015,300000,70000,2.0,1.0,1.0,1.0,17.57,1193.0,88.7,5.0
15.0,2016,400000,100000,2.0,1.0,1.0,1.0,18.15,1198.0,82.0,5.0
252.0,2016,550000,8588,2.0,1.0,1.0,1.0,22.0,1197.0,81.8,5.0
821.0,2015,500000,60000,1.0,1.0,1.0,1.0,25.83,1498.0,99.0,5.0
1426.0,2005,93000,80000,2.0,1.0,1.0,3.0,15.9,1298.0,85.0,5.0
1061.0,2014,500000,110000,1.0,1.0,1.0,1.0,26.0,1498.0,98.6,5.0
1185.0,2018,670000,150000,1.0,1.0,1.0,1.0,23.59,1364.0,67.05,5.0
939.0,2012,750000,120000,1.0,1.0,1.0,2.0,12.8,2494.0,102.0,7.0
41.0,2017,370000,30000,2.0,1.0,1.0,1.0,23.95,998.0,67.05,5.0
36.0,2012,100000,70000,2.0,1.0,1.0,2.0,16.1,796.0,37.0,4.0
384.0,2016,425000,50000,2.0,1.0,1.0,1.0,19.81,1086.0,68.05,5.0
244.0,2006,370000,305000,1.0,1.0,1.0,4.0,12.8,2494.0,102.0,8.0
652.0,2009,229999,212000,1.0,1.0,1.0,3.0,11.57,2179.0,138.1,7.0
1427.0,2010,235000,50000,1.0,1.0,1.0,1.0,10.71,1948.0,90.0,14.0
1428.0,2017,700000,70000,1.0,1.0,1.0,1.0,25.5,1498.0,98.6,5.0
155.0,2016,475000,50000,1.0,1.0,1.0,1.0,22.95,1248.0,74.0,5.0
2.0,2015,610000,120000,1.0,1.0,1.0,1.0,21.14,1498.0,103.52,5.0
1428.0,2017,800000,70000,1.0,1.0,1.0,1.0,25.5,1498.0,98.6,5.0
652.0,2015,520000,120000,1.0,1.0,1.0,1.0,11.57,2179.0,138.1,7.0
109.0,2015,700000,120000,1.0,1.0,1.0,2.0,20.77,1248.0,88.76,7.0
1211.0,2017,590000,70000,1.0,1.0,1.0,2.0,25.8,1498.0,98.6,5.0
87.0,2002,140000,80000,2.0,1.0,1.0,2.0,18.9,998.0,67.1,5.0
884.0,2017,725000,100000,1.0,1.0,1.0,2.0,18.49,1493.0,100.0,7.0
1429.0,2017,1680000,157000,1.0,1.0,1.0,1.0,13.68,2393.0,147.8,7.0
1.0,2015,550000,50000,1.0,1.0,1.0,1.0,26.59,1248.0,74.0,5.0
146.0,2012,240000,90000,1.0,1.0,1.0,2.0,23.2,1248.0,73.94,5.0
1430.0,2013,667000,65000,1.0,1.0,1.0,1.0,14.6,2231.0,184.0,7.0
1.0,2015,550000,110000,1.0,1.0,1.0,1.0,26.59,1248.0,74.0,5.0
304.0,2015,400000,30000,2.0,1.0,1.0,1.0,23.1,998.0,67.04,5.0
1431.0,2015,599000,70000,2.0,1.0,1.0,1.0,16.02,1373.0,93.7,7.0
857.0,2016,725000,100000,1.0,1.0,1.0,1.0,21.38,1396.0,88.7,5.0
755.0,2015,525000,120000,2.0,1.0,1.0,2.0,17.4,1497.0,117.3,5.0
1432.0,2012,190000,110000,1.0,1.0,1.0,1.0,21.0,1199.0,75.0,5.0
228.0,2015,310000,60000,1.0,1.0,1.0,4.0,24.0,1120.0,70.0,5.0
228.0,2016,380000,90000,1.0,1.0,1.0,2.0,24.0,1120.0,70.0,5.0
545.0,2012,204000,110000,2.0,1.0,1.0,3.0,20.92,998.0,67.1,5.0
879.0,2018,350000,25000,2.0,1.0,1.0,1.0,20.3,998.0,68.05,5.0
67.0,2013,350000,100000,1.0,1.0,1.0,1.0,20.54,1598.0,103.6,5.0
250.0,2012,175000,120000,1.0,1.0,1.0,2.0,20.0,1399.0,68.0,5.0
67.0,2011,340000,90000,1.0,1.0,1.0,1.0,20.54,1598.0,103.6,5.0
1433.0,2017,950000,35000,2.0,1.0,1.0,1.0,17.4,1497.0,117.6,5.0
755.0,2017,894999,35000,2.0,1.0,1.0,1.0,17.8,1497.0,117.3,5.0
1391.0,2014,350000,101200,1.0,1.0,1.0,2.0,15.3,2956.0,83.83,7.0
494.0,2005,100000,90000,2.0,1.0,1.0,2.0,12.8,1396.0,85.0,5.0
1.0,2016,550000,76000,1.0,1.0,1.0,1.0,26.59,1248.0,74.0,5.0
470.0,2016,800000,90000,1.0,1.0,1.0,1.0,16.0,2179.0,140.0,7.0
652.0,2008,500000,179150,1.0,1.0,1.0,2.0,11.57,2179.0,138.1,7.0
865.0,2003,42000,62000,2.0,1.0,1.0,1.0,16.1,796.0,37.0,4.0
1.0,2019,694000,35000,1.0,1.0,1.0,1.0,28.4,1248.0,74.02,5.0
1040.0,2016,861999,120000,1.0,1.0,2.0,1.0,16.0,2179.0,140.0,7.0
1434.0,2017,650000,50000,1.0,1.0,1.0,1.0,25.8,1498.0,98.6,5.0
204.0,2011,310000,70000,1.0,1.0,1.0,2.0,19.3,1248.0,73.9,5.0
472.0,2013,360000,97000,1.0,1.0,1.0,1.0,22.9,1248.0,74.0,5.0
874.0,2012,500000,84487,1.0,1.0,1.0,4.0,15.1,2179.0,140.0,7.0
209.0,2010,475000,100000,1.0,1.0,1.0,2.0,12.8,2494.0,102.0,7.0
17.0,2007,100000,60000,2.0,1.0,1.0,3.0,19.7,796.0,46.3,5.0
990.0,2009,200000,110000,2.0,1.0,1.0,3.0,15.0,1586.0,104.68,5.0
1435.0,2010,245000,146000,1.0,1.0,1.0,4.0,14.0,2498.0,112.0,7.0
1.0,2014,450000,70000,1.0,1.0,1.0,1.0,23.4,1248.0,74.0,5.0
174.0,2017,800000,51146,1.0,1.0,1.0,1.0,24.3,1248.0,88.5,5.0
1436.0,2011,215000,40000,2.0,1.0,1.0,1.0,21.1,1197.0,85.8,5.0
174.0,2017,760000,50000,1.0,1.0,1.0,1.0,24.3,1248.0,88.5,5.0
441.0,2015,416000,80000,1.0,1.0,1.0,1.0,20.14,1498.0,88.8,5.0
426.0,2011,195000,120000,2.0,1.0,1.0,1.0,18.9,998.0,67.1,5.0
281.0,2017,325000,23000,2.0,1.0,1.0,1.0,24.7,796.0,47.3,5.0
287.0,2010,145000,70000,2.0,1.0,1.0,2.0,20.92,998.0,67.1,5.0
472.0,2018,675000,23000,1.0,1.0,1.0,1.0,28.4,1248.0,74.0,5.0
399.0,2016,340000,30000,2.0,1.0,1.0,2.0,20.51,998.0,67.04,5.0
1437.0,2011,340000,50000,1.0,1.0,1.0,1.0,19.0,1248.0,90.0,5.0
628.0,2014,260000,40000,2.0,1.0,1.0,1.0,16.8,796.0,34.2,5.0
469.0,2007,75000,60000,2.0,1.0,1.0,2.0,16.1,796.0,37.0,4.0
977.0,2011,350000,80000,1.0,1.0,1.0,1.0,19.4,1405.0,70.0,5.0
522.0,2019,1000000,15000,2.0,1.0,1.0,1.0,19.01,1462.0,103.2,6.0
854.0,2010,170000,150000,1.0,1.0,1.0,3.0,21.12,1248.0,88.8,5.0
412.0,2018,600000,40000,2.0,1.0,1.0,1.0,19.0,1197.0,85.8,5.0
812.0,2010,800000,25000,2.0,1.0,2.0,1.0,16.8,1497.0,118.0,5.0
1438.0,2018,850000,120000,1.0,1.0,1.0,2.0,17.0,2650.0,80.84,7.0
470.0,2014,980000,120000,1.0,1.0,1.0,2.0,15.1,2179.0,140.0,7.0
1439.0,2012,340000,270000,1.0,1.0,1.0,3.0,14.07,2956.0,68.4,7.0
1169.0,2018,900000,50000,1.0,1.0,2.0,2.0,24.3,1248.0,88.5,5.0
12.0,2010,310000,120000,1.0,1.0,1.0,2.0,19.3,1248.0,73.9,5.0
367.0,2013,600000,60000,1.0,1.0,1.0,3.0,20.77,1248.0,88.8,7.0
204.0,2008,270000,149000,1.0,1.0,1.0,2.0,19.3,1248.0,73.9,5.0
1057.0,2019,509999,5000,2.0,1.0,1.0,1.0,20.3,1086.0,68.0,5.0
977.0,2013,225000,70000,1.0,1.0,1.0,2.0,19.4,1405.0,70.0,5.0
55.0,2015,280000,55000,2.0,1.0,1.0,1.0,20.36,1197.0,78.9,5.0
435.0,2013,440000,120000,1.0,1.0,1.0,1.0,15.96,2523.0,62.1,9.0
172.0,2014,500000,291977,1.0,1.0,1.0,1.0,14.0,2179.0,138.1,7.0
1440.0,2005,476999,85000,2.0,1.0,1.0,3.0,11.1,2354.0,158.8,5.0
910.0,2015,590000,70000,2.0,1.0,1.0,3.0,17.19,1197.0,81.86,5.0
911.0,2010,500000,120000,1.0,1.0,1.0,1.0,13.1,2499.0,141.0,7.0
398.0,2015,600000,40000,1.0,1.0,1.0,1.0,22.77,1498.0,98.59,5.0
716.0,2016,750000,70000,1.0,1.0,1.0,1.0,15.4,1997.0,120.0,7.0
1441.0,2017,2950000,39000,1.0,2.0,2.0,1.0,19.59,1995.0,187.74,5.0
138.0,2019,5200000,10000,1.0,2.0,2.0,1.0,18.12,1995.0,190.0,5.0
441.0,2019,695000,36800,1.0,2.0,1.0,1.0,20.14,1498.0,88.0,5.0
707.0,2018,690000,52200,1.0,2.0,1.0,1.0,26.59,1248.0,74.0,5.0
1442.0,2016,409999,78000,1.0,2.0,1.0,1.0,24.0,1186.0,73.97,5.0
1443.0,2020,1650000,16000,1.0,2.0,1.0,1.0,17.0,1956.0,167.67,5.0
893.0,2016,2375000,30000,1.0,2.0,2.0,1.0,15.73,1968.0,174.33,5.0
239.0,2017,525000,29000,1.0,2.0,1.0,2.0,24.0,1186.0,73.97,5.0
1444.0,2019,2150000,25000,1.0,2.0,1.0,1.0,16.3,1956.0,170.63,5.0
189.0,2013,540000,60000,1.0,1.0,1.0,2.0,15.1,2179.0,140.0,7.0
1445.0,2017,2750000,60000,1.0,2.0,2.0,2.0,12.55,2982.0,168.5,7.0
1188.0,2016,1000000,112000,1.0,2.0,1.0,2.0,15.4,1997.0,120.0,7.0
1179.0,2018,2900000,15000,1.0,2.0,2.0,1.0,18.25,1968.0,187.74,5.0
625.0,2018,975000,36000,1.0,2.0,1.0,1.0,28.09,1248.0,88.5,5.0
87.0,2016,355000,60000,2.0,2.0,1.0,1.0,21.79,998.0,67.05,5.0
1446.0,2008,400000,120000,2.0,1.0,1.0,1.0,11.1,2354.0,158.8,5.0
1069.0,2018,650000,40000,1.0,2.0,1.0,1.0,20.14,1498.0,88.0,5.0
159.0,2017,720000,60000,1.0,1.0,1.0,1.0,28.09,1248.0,88.5,5.0
1103.0,2016,850000,25000,2.0,1.0,1.0,1.0,17.01,1591.0,121.3,5.0
41.0,2015,290000,42000,2.0,1.0,1.0,1.0,23.95,998.0,67.05,5.0
1096.0,2016,600000,90000,1.0,1.0,2.0,2.0,18.49,1493.0,100.0,7.0
146.0,2011,300000,90000,1.0,1.0,1.0,2.0,21.1,1248.0,73.9,5.0
1329.0,2012,225000,110000,1.0,1.0,1.0,2.0,23.08,1461.0,63.12,5.0
12.0,2009,240000,70000,1.0,1.0,1.0,2.0,19.3,1248.0,73.9,5.0
97.0,2014,700000,80000,1.0,1.0,1.0,1.0,22.32,1582.0,126.32,5.0
103.0,2014,470000,70000,1.0,1.0,1.0,2.0,25.2,1248.0,74.0,5.0
1253.0,2016,800000,80000,1.0,1.0,1.0,1.0,21.19,1396.0,88.73,5.0
313.0,2012,450000,90000,1.0,1.0,1.0,1.0,19.01,1461.0,108.45,5.0
1447.0,2007,90000,90000,1.0,1.0,1.0,3.0,17.2,1396.0,53.5,5.0
151.0,2010,450000,120000,1.0,1.0,1.0,2.0,21.43,1364.0,87.2,5.0
334.0,2012,400000,107500,1.0,1.0,1.0,2.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
